id	nl	mr	repair_head_smatch	repair_mid_smatch	repair_tail_smatch	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl	repair_head_sbn	repair_mid_sbn	repair_tail_sbn	repair_interrug_sbn
p74/d3278	"The famous song \\\""Ave Maria\\\"" was composed by Schubert. "	"famous.a.01 AttributeOf +1 song.n.01 Name \\\""Ave Maria\\\"" time.n.08 TPR now compose.v.02 Result -2 Time -1 Agent +1 male.n.02 Name \\\""Schubert\\\"""					"The alternative, the famous song \\\""Ave Maria\\\"" was composed by Schubert."	"The famous poem, song \\\""Ave Maria\\\"" was composed by Schubert."	"The famous song \\\""Ave Maria\\\"" was composed by Mozart, Schubert."	"The famous poem, I mean, song \\\""Ave Maria\\\"" was composed by Schubert."	"alternative.a.01 AttributeOf +2 famous.a.01 AttributeOf +1 song.n.01 EQU +1 song.n.01 Name ""Ave Maria"" time.n.08 TPR now time.n.08 TPR now compose.v.03 Result -5 Time -2 Agent +2 compose.v.03 Result -4 Time -2 Agent +2 male.n.02 Name ""Schubert"" male.n.02 N"	"famous.a.01 AttributeOf +2 poem.n.01 song.n.01 EQU -1 song.n.01 EQU ""Ave Maria"" time.n.08 TPR now time.n.08 TPR now compose.v.03 Result -5 Time -2 Agent -2 Time -1 Agent +1 male.n.02 Name ""Schubert"""	"famous.a.01 AttributeOf +1 song.n.01 EQU +1 musical_organization.n.01 Name ""Ave Maria"" time.n.08 TPR now compose.v.03 Result -3 Time -1 Agent +2 male.n.02 Name ""Mozart"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Schubert"""	"famous.a.01 AttributeOf +2 poem.n.01 person.n.01 EQU speaker mean.v.02 Theme -2 Agent -1 song.n.01 EQU -3 time.n.08 TPR now compose.v.03 Result -2 Time -1 Agent +1 male.n.02 Name ""Schubert"""
p56/d3086	She bought a toaster, a coffeemaker, an egg cooker and a hand mixer. 	female.n.02 buy.v.01 Agent -1 Time +1 Theme +4 time.n.08 TPR now toaster.n.01 coffee_maker.n.01 egg.n.02 cooker.n.01 Goal -1 entity.n.01 Sub -4 Sub -3 Sub -1 Sub +1 mixer.n.04					He, she bought a toaster, a coffeemaker, an egg cooker and a hand mixer.	She bought a toaster, a blender, a coffeemaker, an egg cooker and a hand mixer.	She bought a toaster, a coffeemaker, an egg cooker and a bread maker, a hand mixer.	She bought a toaster, a blender, I mean, a coffeemaker, an egg cooker and a hand mixer.	male.n.02 entity.n.01 Sub -1 Sub +1 female.n.02 buy.v.01 Agent -2 Time +2 Theme +5 buy.v.01 Agent -3 Time +2 Theme +11 buy.v.01 Agent -4 Time +2 Theme +11 buy.v.01 Agent -5 Time +2 Theme +11 buy.v.01 Agent -6 Time +2 Theme +11 buy.v.01 Agent -6 Time +2 Them	female.n.02 buy.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now toaster.n.01 blender.n.01 person.n.01 Role +1 coffeemaker.n.01 entity.n.01 Sub -2 Sub -2 Sub +1 person.n.01 Role +1 coffeemaker.n.01 entity.n.01 Sub -2 Sub +1 person.n.01 Role +1 coffeemake	female.n.02 buy.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now toaster.n.01 EQU +1 person.n.01 Role +1 coffeemaker.n.01 egg.n.02 cooker.n.01 PartOf -1 entity.n.01 Sub -1 Sub +1 person.n.01 Role +1 bread_maker.n.01 entity.n.01 Sub -2 Sub +1 person.n.01 	female.n.02 buy.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now toaster.n.01 CONTINUATION <1 blender.n.01 person.n.01 EQU speaker mean.v.02 Theme -2 Agent -1 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 coffeemaker.n.01 entity.n.01 Sub -2 S
p88/d1392	What city is the Liberty Bell currently located in? 	"city.n.01 Name ? artifact.n.01 Name \\\""Liberty Bell\\\"" time.n.08 EQU now located.a.01 Location -3 Theme -2 Time -1"					What country, city is the Liberty Bell currently located in?	What city is the Statue of Liberty, the Liberty Bell currently located in?	What city is the Liberty Bell previously, currently located in?	What city is the Statue of Liberty, I mean, the Liberty Bell currently located in?	"country.n.02 Name ? city.n.01 Name ? time.n.08 EQU now artifact.n.01 Name ""Liberty Bell"" time.n.08 EQU now located.a.01 Time -3 Location -4 Theme -2 Time -1"	"city.n.01 Name ? time.n.08 EQU now artifact.n.01 Name ""Statue of Liberty"" the_liberty_bell.n.01 EQU -1 time.n.08 EQU now located.a.01 Time -3 Location -5 Theme -2 Time -1"	"city.n.01 Name ? time.n.08 EQU now artifact.n.01 Name ""Liberty Bell"" time.n.08 EQU now located.a.01 Time -3 Location -2 Theme -3 Time -1"	"city.n.01 Name ? be.v.03 Location -1 Time +1 Theme +2 Co-Theme +3 time.n.08 EQU now artifact.n.01 Name ""Statue of Liberty"" person.n.01 EQU speaker mean.v.02 Location -5 Theme -1 CONTINUATION <0 person.n.01 EQU speaker mean.v.02 Proposition <1 Agent -1 Time"
p40/d2079	Tom will be absent today because he has a cold. 	"male.n.02 Name \\\""Tom\\\"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 male.n.02 ANA -5 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now cold.n.01"					Jerry, Tom will be absent today because he has a cold.	Tom will be absent today because she, he has a cold.	Tom will be absent today because he has a diarrhea, a cold.	Tom will be absent today because she, I mean, he has a cold.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -3 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 male.n.02 ANA -6 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU n"	"male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 female.n.02 EQU +2 male.n.02 ANA -6 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now cold.n.01"	"male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 male.n.02 ANA -5 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now diarrhea.n.01 EQU +1 cold.n.01"	"male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 female.n.02 person.n.01 EQU speaker mean.v.02 Proposition >1 Agent -2 Time +1 time.n.08 EQU now CONTINUATION <0 male.n.02 AN"
p99/d2196	There is a garden at the back of our house. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now garden.n.03 back.n.02 PartOf +2 person.n.01 Sub speaker house.n.01 User -1					Here, there is a garden at the back of our house.	There is a field, a garden at the back of our house.	There is a garden at the back of our yard, our house.	There is a field, I mean, a garden at the back of our house.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now garden.n.03 back.n.05 PartOf +2 person.n.01 Sub speaker house.n.01 User -1	entity.n.01 be.v.03 Time +1 EQU -1 Theme +3 Location +5 time.n.08 EQU now field.n.01 garden.n.03 Location +1 back.n.05 PartOf +2 person.n.01 Sub speaker house.n.01 User -1	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now garden.n.03 back.n.05 PartOf +2 person.n.01 Sub speaker yard.n.02 User -1 EQU +2 person.n.01 Sub speaker house.n.01 User -1	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now field.n.01 person.n.01 EQU speaker mean.v.03 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now garden.n.03 Location +1 back.n.05 PartOf +2 person.n.01 Sub speaker house.n.01 User -1
p90/d2356	I think your problem is that you don't listen carefully when people are explaining things. 	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now listen.v.02 Agent -2 Time -1 Manner +1 carefully.r.01 person.n.01 time.n.08 EQU now explain.v.01 Agent -2 TIN -4 Time -1 Theme +1 thing.n.06					I think your contribution, your problem is that you don't listen carefully when people are explaining things.	I think your problem is that you don't watch, listen carefully when people are explaining things.	I think your problem is that you don't listen carefully when people are explaining ideas, things.	I think your problem is that you don't watch, I mean, listen carefully when people are explaining things.	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer contribution.n.01 Creator -1 CONTINUATION <3 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <
p72/d1078	Deutsche Telekom is stepping up its presence in China. 	"company.n.01 Name \\\""Deutsche Telekom\\\"" time.n.08 EQU now step_up.v.01 Agent -2 Time -1 Patient +2 entity.n.01 ANA -3 presence.n.01 Theme -1 Location +1 country.n.02 Name \\\""China\\\"""					Austrian Telecom, Deutsche Telekom is stepping up its presence in China.	Deutsche Telekom is stepping up its expansion, presence in China.	Deutsche Telekom is stepping up its presence in Japan, China.	Deutsche Telekom is stepping up its expansion, I mean, presence in China.	"company.n.01 Name ""austria"" organization.n.01 Name ""Telecom"" Source -1 entity.n.01 Sub -1 Sub +1 company.n.01 Name ""Deutsche Telekom"" time.n.08 EQU now time.n.08 EQU now step_up.v.01 Agent -4 Time -2 Patient +2 step_up.v.01 Agent -4 Time -2 Patient +2 pr"	"company.n.01 Name ""Deutsche Telekom"" time.n.08 EQU now step_up.v.01 Agent -2 Time -1 Patient +2 entity.n.01 expansion.n.01 PartOf -1 presence.n.02 PartOf -1 Location +1 country.n.02 Name ""China"""	"company.n.01 Name ""Deutsche Telekom"" time.n.08 EQU now step_up.v.01 Agent -2 Time -1 Patient +2 entity.n.01 presence.n.02 PartOf -1 Location +1 country.n.02 Name ""Japan"" ContentOf +1 entity.n.01"	"company.n.01 Name ""Deutsche Telekom"" time.n.08 EQU now step_up.v.01 Agent -2 Time -1 Patient +2 entity.n.01 expansion.n.01 PartOf -1 CONTINUATION <0 person.n.01 EQU speaker mean.v.02 Proposition <1 Agent -1 Time +1 time.n.08 EQU now"
p39/d1260	A camper rescued the boy and called the fire brigade. 	person.n.01 Role +1 camper.n.01 rescue.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now boy.n.01 call.v.03 Agent -5 Time +1 Theme +2 time.n.08 TPR now fire_brigade.n.01					A hiker, a camper rescued the boy and called the fire brigade.	A camper rescued the girl, the boy and called the fire brigade.	A camper rescued the boy and called the police, the fire brigade.	A camper rescued the girl, I mean, the boy and called the fire brigade.	person.n.01 Role +1 EQU +2 hiker.n.01 person.n.01 Role +1 camper.n.01 rescue.v.01 Agent -4 Time +1 Theme +2 time.n.08 TPR now boy.n.01 call.v.03 Agent -6 Time +1 Theme +2 time.n.08 TPR now fire_brigade.n.01	person.n.01 Role +1 camper.n.01 rescue.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now girl.n.01 EQU +1 boy.n.01 call.v.03 Agent -6 Time +1 Theme +2 time.n.08 TPR now fire_brigade.n.01	person.n.01 Role +1 camper.n.01 rescue.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now boy.n.01 call.v.03 Agent -5 Time +1 Theme +2 time.n.08 TPR now police.n.01 EQU +1 fire_brigade.n.01	person.n.01 Role +1 camper.n.01 rescue.v.01 Agent -2 Time +1 Theme +2 time.n.08 TPR now girl.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now boy.n.01 call.v.03 Agent -8 Time +1 Theme +2 time.n.08 TPR now 
p11/d3473	I paid twenty thousand yen for this hearing aid. 	person.n.01 EQU speaker pay.v.01 Agent -1 Time +1 Asset +3 Theme +4 time.n.08 TPR now quantity.n.01 EQU 20000 yen.n.02 Quantity -1 hearing_aid.n.01					My doctor, I paid twenty thousand yen for this hearing aid.	I paid fifteen, twenty thousand yen for this hearing aid.	I paid twenty thousand yen for this wheelchair, hearing aid.	I paid fifteen, I mean, twenty thousand yen for this hearing aid.	person.n.01 EQU speaker person.n.01 Role +1 EQU +2 doctor.n.01 Of -2 person.n.01 EQU speaker pay.v.01 Agent -4 Time +2 Asset +4 Theme +6 pay.v.01 Agent -2 Time +2 Asset +4 Theme +6 time.n.08 TPR now time.n.08 TPR now quantity.n.01 EQU 20000 yen.n.02 Quantit	person.n.01 EQU speaker pay.v.01 Agent -1 Time +1 Asset +3 Theme +5 time.n.08 TPR now quantity.n.01 EQU 152000 yen.n.02 Quantity -1 hearing_aid.n.01	person.n.01 EQU speaker pay.v.01 Agent -1 Time +1 Asset +3 Theme +5 time.n.08 TPR now quantity.n.01 EQU 2000 yen.n.02 Quantity -1 wheelchair.n.01 hearing_aid.n.01 Source -1	person.n.01 EQU speaker pay.v.01 Agent -1 Time +1 Asset +2 Theme +5 time.n.08 TPR now quantity.n.01 EQU 15 yen.n.02 Quantity -1 hearing_aid.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Theme +2 quantity.n.01 EQU 2000 yen.n.02 Quantity -
p70/d2788	I am not ashamed to be seen with them. 	person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now ashamed.a.01 Experiencer -2 Time -1 Stimulus +1 see.v.01 Theme -3 Co-Theme +1 person.n.01					He, I am not ashamed to be seen with them.	I am not proud, ashamed to be seen with them.	I am not ashamed to be seen with them, us.	I am not proud, I mean, ashamed to be seen with them.	male.n.02 entity.n.01 Sub -1 Sub +1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now ashamed.a.01 Experiencer -3 Time -1 Stimulus +1 see.v.01 Theme -4 Co-Theme +1 person.n.01	person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now proud.a.01 Experiencer -2 Time -1 Stimulus +1 see.v.01 Theme -3 Co-Theme +1 person.n.01 NEGATION <1 time.n.08 EQU now proud.a.01 Experiencer -6 Time -1	person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now ashamed.a.01 Experiencer -2 Time -1 Stimulus +1 see.v.01 Theme -3 Co-Theme +1 person.n.01 EQU speaker	person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now proud.a.01 Experiencer -2 Time -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Agent -1 Time +1 Topic +2 time.n.08 EQU now ashamed.a.01 Experiencer -3 Stimulus +1 see.v.01 Theme -4 Co-Theme +1 per
p29/d2744	There are a lot of tools in the box. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 tool.n.01 box.n.01					Here, there are a lot of tools in the box.	There are a few, a lot of tools in the box.	There are a lot of tools in the drawer, the box.	There are a few, I mean, a lot of tools in the box.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 tool.n.01 box.n.01	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity - EQU +1 tool.n.01 box.n.01	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +5 time.n.08 EQU now entity.n.01 Quantity + EQU +1 tool.n.01 drawer.n.01 box.n.01	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +5 time.n.08 EQU now entity.n.01 Quantity - EQU +1 tool.n.01 box.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now entity.n.01 Quantity + EQU +1 tool.n
p72/d3063	I bought the black bike instead of the red one. 	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now black.a.01 bike.n.02 Colour -1 NEGATION <1 entity.n.01 EQU -4 Theme +2 red.a.01 bike.n.02 Colour -1					I robbed, bought the black bike instead of the red one.	I bought the blue car, the black bike instead of the red one.	I bought the black bike instead of the green one, the red one.	I bought the blue car, I mean, the black bike instead of the red one.	person.n.01 EQU speaker rob.v.01 Agent -1 Time +1 time.n.08 TPR now buy.v.01 Agent -3 Time +1 Theme +3 time.n.08 TPR now black.a.01 bike.n.02 Colour -1 NEGATION <1 entity.n.01 EQU -5 Theme +2 red.a.01 bike.n.02 Colour -1	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now blue.a.01 car.n.01 Colour -1 EQU +2 black.a.01 bike.n.02 Colour -1 NEGATION <1 entity.n.01 EQU -6 Theme +2 red.a.01 bike.n.02 Colour -1	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now black.a.01 bike.n.02 Colour -1 NEGATION <1 entity.n.01 EQU -5 Theme +2 green.a.01 bike.n.02 Colour -1	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now blue.a.01 car.n.01 Colour -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +3 time.n.08 EQU now black.a.01 bike.n.02 Colour -1 NEGATION <1 entity.n.01 
p96/d3019	A group of foreigners arrived in Edo, i.e. Tokyo. 	"group.n.01 Part +1 person.n.01 Role +1 foreigner.n.01 arrive.v.01 Theme -3 Time +1 Destination +2 time.n.08 TPR now city.n.01 Name \\\""Edo\\\"" city.n.01 Name \\\""Tokyo\\\"" EQU -1"					A group of locals, foreigners arrived in Edo, i.e. Tokyo.	A group of locals, foreigners arrived in Edo, i.e. Tokyo.	A group of foreigners arrived in Kyoto, Tokyo.	A group of locals, I mean, foreigners arrived in Edo, i.e. Tokyo.	"group.n.01 Part +1 person.n.01 Role +1 local.n.01 person.n.01 Role +1 foreigner.n.01 arrive.v.01 Theme -4 Time +1 Destination +2 time.n.08 TPR now city.n.01 Name ""Edo"" EQU +1 city.n.01 Name ""Tokyo"""	"group.n.01 Part +1 person.n.01 Role +1 local.n.01 person.n.01 Role +1 foreigner.n.01 arrive.v.01 Theme -4 Time +1 Destination +2 time.n.08 TPR now city.n.01 Name ""Edo"" EQU +1 city.n.01 Name ""Tokyo"""	"group.n.01 Part +1 person.n.01 Role +1 foreigner.n.01 arrive.v.01 Theme -3 Time +1 Destination +2 time.n.08 TPR now city.n.01 Name ""Kyoto"" EQU +1 city.n.01 Name ""Tokyo"""	"group.n.01 Part +1 local.n.01 person.n.01 EQU speaker mean.v.02 Proposition >1 Agent -2 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 Role +1 foreigner.n.01 arrive.v.01 Theme -2 Time +1 Destination +2 time.n.08 TPR now city.n.01 Name ""Edo"" EQU +1 ci"
p21/d2841	This book has a number of mistakes, but it's interesting. 	book.n.01 have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now entity.n.01 Quantity + EQU +1 mistake.n.03 CONTRAST <1 entity.n.01 ANA -5 time.n.08 EQU now interesting.a.01 AttributeOf -2 Time -1					This movie, this book has a number of mistakes, but it's interesting.	This book has a number of typos, mistakes, but it's interesting.	This book has a number of illustrations, mistakes, but it's interesting.	This book has a number of typos, I mean, mistakes, but it's interesting.	movie.n.01 book.n.01 have.v.02 Pivot -2 Time +2 Theme +4 have.v.02 Pivot -2 Time +2 Theme +4 time.n.08 EQU now time.n.08 EQU now entity.n.01 Quantity + EQU +1 mistake.n.01 CONTRAST <1 entity.n.01 time.n.08 EQU now interesting.a.01 AttributeOf -2 Time -1	book.n.01 have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now entity.n.01 Quantity + EQU +1 typo.n.01 mistake.n.02 CONTRAST <1 entity.n.01 time.n.08 EQU now interesting.a.01 AttributeOf -2 Time -1	book.n.01 have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now entity.n.01 Quantity + EQU +1 illustration.n.01 mistake.n.02 CONTRAST <1 entity.n.01 time.n.08 EQU now interesting.a.01 AttributeOf -2 Time -1	book.n.01 have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now entity.n.01 Quantity + EQU +1 typo.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now mistake.n.01 CONTRAST <3 entity.n.01 time.n.08 EQU now int
p15/d0902	If the phone rings again, I plan to ignore it. 	phone.n.01 ring.v.01 Theme -1 Time +1 time.n.08 EQU now CONSEQUENCE <1 person.n.01 EQU speaker plan.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now ignore.v.02 Agent -3 Theme +1 entity.n.01 ANA -7					If the telegram, the phone rings again, I plan to ignore it.	If the phone beeps, rings again, I plan to ignore it.	If the phone rings again, I plan to answer it, ignore it.	If the phone beeps, I mean, rings again, I plan to ignore it.	telegram.n.01 phone.n.01 ring.v.01 Theme -2 Time +1 time.n.08 EQU now CONSEQUENCE <1 person.n.01 EQU speaker plan.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now ignore.v.02 Agent -3 Theme +1 entity.n.01	phone.n.01 beep.v.01 Agent -1 Time +1 time.n.08 EQU now CONSEQUENCE <1 ring.n.08 EQU now person.n.01 EQU speaker plan.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now ignore.v.02 Agent -3 Theme +1 entity.n.01	phone.n.01 ring.v.01 Theme -1 Time +1 time.n.08 EQU now CONSEQUENCE <1 person.n.01 EQU speaker plan.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now answer.v.02 Agent -3 Theme +1 entity.n.01 CONTINUATION <1 ignore.v.02 Agent -6 Theme +1 entity.n.01	phone.n.01 beep.v.01 Patient -1 Time +1 time.n.08 EQU now CONSEQUENCE <1 person.n.01 EQU speaker mean.v.03 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <2 ring.n.08 EQU now person.n.01 EQU speaker plan.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now 
p03/d3479	Do you think Mary is too fat to be a cheerleader? 	"time.n.08 EQU now person.n.01 EQU hearer think.v.01 Time -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 female.n.02 Name \\\""Mary\\\"" time.n.08 EQU now fat.a.01 AttributeOf -2 Time -1 NEGATION <1 POSSIBILITY <1 be.v.08 Theme -3 Co-Theme +1 person.n.01 Role +1 cheerleader.n.02"					Does she, do you think Mary is too fat to be a cheerleader? 	Do you think Mary is too tall, too fat to be a cheerleader?	Do you think Mary is too tall, too fat to be a cheerleader?	Do you think Mary is too tall, I mean, too fat to be a cheerleader?	"time.n.08 EQU now female.n.02 time.n.08 EQU now person.n.01 EQU hearer think.v.01 Time -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 female.n.02 Name ""Mary"" time.n.08 EQU now fat.a.01 AttributeOf -2 Time -1 NEGATION <1 POSSIBILITY <1 "	"time.n.08 EQU now person.n.01 EQU hearer think.v.01 Time -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 female.n.02 Name ""Mary"" time.n.08 EQU now too.r.01 tall.a.01 Time -2 Degree -1 Value + AttributeOf -3 NEGATION <1 POSSIBILITY <1 b"	"time.n.08 EQU now person.n.01 EQU hearer think.v.01 Time -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 female.n.02 Name ""Mary"" time.n.08 EQU now too.r.01 tall.a.01 Time -2 Degree -1 Value + AttributeOf -3 NEGATION <1 POSSIBILITY <1 b"	"time.n.08 EQU now person.n.01 EQU hearer think.v.01 Time -2 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 female.n.02 Name ""Mary"" time.n.08 EQU now too.r.01 tall.a.01 Time -2 Degree -1 Value + AttributeOf -3 CONTINUATION <3 person.n.01 E"
p96/d3009	Tom wrote a love letter to Mary, but she didn't read it. 	"male.n.02 Name \\\""Tom\\\"" write.v.02 Agent -1 Time +1 Topic +2 time.n.08 TPR now love_letter.n.01 Recipient +1 female.n.02 Name \\\""Mary\\\"" CONTRAST <1 female.n.02 ANA -1 NEGATION <1 time.n.08 TPR now read.v.01 Experiencer -2 Time -1 Stimulus +1 entity.n.01 ANA -5"					Jerry, Tom wrote a love letter to Mary, but she didn't read it.	Tom wrote an obituary, a love letter to Mary, but she didn't read it.	Tom wrote a love letter to Mary, but she didn't read it, him.	Tom wrote an obituary, I mean, a love letter to Mary, but she didn't read it.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" write.v.02 Agent -2 Time +1 Result +2 time.n.08 TPR now love_letter.n.01 Recipient +1 female.n.02 Name ""Mary"" CONTRAST <1 female.n.02 ANA -1 NEGATION <1 time.n.08 TPR now read.v.01 Exper"	"male.n.02 Name ""Tom"" write.v.02 Agent -1 Time +2 Result +4 write.v.02 Agent -2 Time +2 Result +4 time.n.08 TPR now time.n.08 TPR now obituary.n.01 love_letter.n.01 Recipient +1 female.n.02 Name ""Mary"" CONTRAST <1 female.n.02 ANA -1 NEGATION <1 time.n.08 TPR"	"male.n.02 Name ""Tom"" write.v.02 Agent -1 Time +1 Result +2 time.n.08 TPR now love_letter.n.01 Recipient +1 female.n.02 Name ""Mary"" CONTRAST <1 female.n.02 ANA -1 NEGATION <1 time.n.08 TPR now read.v.01 Experiencer -2 Time -1 Stimulus +1 entity.n.01 CONTIN"	"male.n.02 Name ""Tom"" write.v.02 Agent -1 Time +1 Result +2 time.n.08 TPR now obituary.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now love_letter.n.01 Recipient +1 female.n.02 Name ""Mary"" CONTRAST <3 fem"
